,0,1,2,3,4,5
0,0.05937098124507373,0.001419593739930797,0.002472636286499652,0.558247974535868,0.36600626730847186,0.0
1,0.061172890874068436,0.014014274126506014,0.011945771779478398,0.8269332309292542,0.2566285662816868,0.0
2,0.152342353497552,0.038859434167511905,0.02802691715170248,0.10250422319028524,0.22794704281820943,0.0
3,0.19240740580895108,0.03688545580721695,0.025962315657625867,-4.134358550583788,0.19683506935681033,0.0
4,0.29674964437300844,0.03080914113580073,0.01842882255856739,0.07250562129367022,0.17921758543482175,0.0
5,0.23883640748928736,0.025648051760674705,0.015099428977484385,0.08280808778012816,0.5206773828900955,0.0
6,0.23812656808109814,0.041700851257916484,0.027706226971973082,0.0693648495368984,0.21024207584460927,0.0
7,0.06416961149921398,0.016492431640193986,0.011891890731670707,0.08540286481983506,0.26107666016327835,0.0
8,0.0474995165414571,-0.0004170049694930898,0.11237436892896803,0.1286252657613072,0.21598461396015864,0.0
9,0.13415019758818753,0.01200152608089614,0.003235348060028352,0.09469890341837439,0.207545054974073,0.0
10,0.13782675127331104,0.01438695876799621,0.0076467554121023955,3.6719527760818154,0.2898649002439463,0.0
11,0.19546308755018807,0.16584236352168016,0.13298954337264557,-0.012241527940071002,0.025809700652721507,0.0
12,0.5172204562245378,0.4559416977541419,0.338542429146044,-1.7261247874569832,-0.33958128937001536,0.0
13,0.14584825918505878,0.019121886777645012,0.010732988258866136,0.10894123167789026,0.2029579299295277,0.0
14,0.3775335693559928,0.10742270509106278,0.08637830315260658,0.05228644668817964,0.16970811594322618,0.0
15,0.18942016614277524,0.044608391761049505,0.03448043837661096,0.09736824577176456,0.3056394077972781,0.0
16,0.1307900534169019,0.040838257591656886,0.02841939841416185,0.08979417546911671,0.34343442465061175,0.0
17,0.0733958150495178,0.006613985246691097,0.0008092738324494988,0.0798891962156426,0.18627371582063285,0.0
18,0.10858772598045979,0.019123589935846917,0.011225726317539274,0.06319286965516209,0.19969339894560248,0.0
19,0.5080646630008456,0.060627173550804,0.0442365148204192,-4.510356996677254,0.2671046628817916,0.0
20,1.4608122302432047,0.07881021197338865,0.05634092440269701,2.0342820467581144,0.5328854883541593,0.0
21,0.14678781028508447,0.03771850922485322,0.0291390465750638,0.05940977905589959,0.13115922934969176,0.0
22,0.11945482889580078,0.01196606741063785,0.0030344934965938768,0.044659757383563495,0.1476925422197947,0.0
23,0.15723635428666494,0.042592994465381596,0.030926477841435474,0.39679430430776325,0.48751668159990313,0.0
24,0.19411139827802643,0.041552458806669246,0.0299946853188309,0.09412301988801178,0.25428910759211654,0.0
25,0.23789514984665072,0.05458324026506638,0.044081629033682596,-0.06277187969758206,0.23386433342572815,0.0
26,0.152342353497552,0.03688545580721695,0.027706226971973082,0.08540286481983506,0.21598461396015864,0.0
